地名,区划码,县级,县级码,县级类,地级,地级码,地级类,省级,省级码,省级类,曾用名,备注,ENG_NAME,VAR_NAME,code,NAME_3,VAR_NAME3,GID_3,TYPE_3,NAME_2,VAR_NAME2,GID_2,TYPE_2,NAME_1,VAR_NAME1,GID_1,TYPE_1,year,crop_px,valid_px,crop_ratio,crop_pct
鼎湖区,441203,鼎湖区,441203,市辖区,肇庆市,441200,地级市,广东省,440000,省,,,Dinghu,Dǐng Hú,441203,Dinghu,DǐngHú,441203,District,Zhaoqing,Zhào Qìng,441200,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,108893,671692,0.1621174585970951,16.21
港北区,450802,港北区,450802,市辖区,贵港市,450800,地级市,广西壮族自治区,450000,自治区,,,Gangbei,Gǎng Běi,450802,Gangbei,GǎngBěi,450802,District,Guigang,Guì Gǎng,450800,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,632725,1332157,0.47496278591787605,47.5
萝岗区,440116,萝岗区,440116,市辖区,广州市,440100,地级市,广东省,440000,省,,2005年新设立萝岗区,Luogang,Luó Gǎng,440116,Luogang,Luó Gǎng,440116,District,Guangzhou,Guǎng Zhōu,440100,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,75335,480507,0.15678231534608236,15.68
红河县,532529,红河县,532529,县,红河哈尼族彝族自治州,532500,自治州,云南省,530000,省,,,Honghe,Hóng Hé,532529,Honghe,Hóng Hé,532529,County,Honghehanizuyizu,Hóng Hé Hā Ní Zú Yí Zú,532500,Autonomous Prefecture,Yunnan,Yún Nán,530000,Province,2010,464539,2464448,0.18849616628145532,18.85
武鸣县,450122,武鸣区,450122,县,南宁市,450100,地级市,广西壮族自治区,450000,自治区,,,Wuming,Wǔ Míng,450122,Wuming,WǔMíng,450122,County,Nanning,Nán Níng,450100,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,1887805,4115784,0.4586744591066975,45.87
普宁市,445281,普宁市,445281,县级市,揭阳市,445200,地级市,广东省,440000,省,,,Puning,Pǔ Níng,445281,Puning,Pǔ Níng,445281,County City,Jieyang,Jiē Yáng,445200,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,407227,1967193,0.20700917500214774,20.7
濠江区,440512,濠江区,440512,市辖区,汕头市,440500,地级市,广东省,440000,省,河浦区,2003年撤销河浦区，设立濠江区,Haojiang,Háo Jiāng,440512,Haojiang,HáoJiāng,440512,District,Shantou,Shàn Tóu,440500,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,61789,206075,0.2998374378260342,29.98
三水区,440607,三水区,440607,市辖区,佛山市,440600,地级市,广东省,440000,省,三水市,2002年撤销三水市，设立三水区,Sanshui,Sān Shuǐ,440607,Sanshui,SānShuǐ,440607,District,Foshan,Fó Shān,440600,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,321170,1004853,0.3196188895291152,31.96
白云区,440111,白云区,440111,市辖区,广州市,440100,地级市,广东省,440000,省,,,Baiyun,Bái Yún,440111,Baiyun,BáiYún,440111,District,Guangzhou,Guǎng Zhōu,440100,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,175924,810285,0.21711373158826833,21.71
桂平市,450881,桂平市,450881,县级市,贵港市,450800,地级市,广西壮族自治区,450000,自治区,,,Guiping,Guì Píng,450881,Guiping,GuìPíng,450881,County City,Guigang,Guì Gǎng,450800,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,2011991,4950135,0.4064517432352855,40.65
蒙自县,532522,蒙自县,532522,县,红河哈尼族彝族自治州,532500,自治州,云南省,530000,省,,,Mengzi,Méng Zì,532522,Mengzi,Méng Zì,532522,County,Honghehanizuyizu,Hóng Hé Hā Ní Zú Yí Zú,532500,Autonomous Prefecture,Yunnan,Yún Nán,530000,Province,2010,693509,2641253,0.2625681826012124,26.26
潮阳区,440513,潮阳区,440513,市辖区,汕头市,440500,地级市,广东省,440000,省,潮阳市,2003年撤销潮阳市，设立潮阳区,Chaoyang,Cháo Yáng,440513,Chaoyang,CháoYáng,440513,District,Shantou,Shàn Tóu,440500,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,304968,808847,0.377040404427537,37.7
增城市,440183,增城市,440183,县级市,广州市,440100,地级市,广东省,440000,省,,,Zengcheng,Zēng Chéng,440183,Zengcheng,ZēngChéng,440183,County City,Guangzhou,Guǎng Zhōu,440100,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,396798,1962264,0.20221438093956776,20.22
博罗县,441322,博罗县,441322,县,惠州市,441300,地级市,广东省,440000,省,,,Boluo,Bó Luó,441322,Boluo,BóLuó,441322,County,Huizhou,Huì Zhōu,441300,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,815227,3475379,0.23457211429314614,23.46
金平区,440511,金平区,440511,市辖区,汕头市,440500,地级市,广东省,440000,省,升平区,2003年撤销升平区，设立金平区,Jinping,Jīn Píng,440511,Jinping,JīnPíng,440511,District,Shantou,Shàn Tóu,440500,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,29111,181928,0.16001385163361329,16.0
龙湖区,440507,龙湖区,440507,市辖区,汕头市,440500,地级市,广东省,440000,省,,,Longhu,Lóng Hú,440507,Longhu,LóngHú,440507,District,Shantou,Shàn Tóu,440500,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,45691,145242,0.3145853127883119,31.46
文山县,532621,文山县,532621,县,文山壮族苗族自治州,532600,自治州,云南省,530000,省,,,Wenshan,Wén Shān,532621,Wenshan,WénShān,532621,County,Wenshanzhuangzumiaozu,Wén Shān Zhuàng Zú Miáo Zú,532600,Autonomous Prefecture,Yunnan,Yún Nán,530000,Province,2010,1417746,3608918,0.39284516855190393,39.28
四会市,441284,四会市,441284,县级市,肇庆市,441200,地级市,广东省,440000,省,,,Sihui,Sì Huì,441284,Sihui,Sì Huì,441284,County City,Zhaoqing,Zhào Qìng,441200,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,281167,1537259,0.18290151496917564,18.29
花都区,440114,花都区,440114,市辖区,广州市,440100,地级市,广东省,440000,省,花都市,2000年花都市更名为花都区,Huadu,Huā Dū,440114,Huadu,Huā Dū,440114,District,Guangzhou,Guǎng Zhōu,440100,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,298070,1175938,0.2534742477919754,25.35
双江拉祜族佤族布朗族傣族自治县,530925,双江拉祜族佤族布朗族傣族自治县,530925,自治县,临沧市,530900,地级市,云南省,530000,省,,,Shuangjianglahuzuwazubulangzudaizu,Shuāng Jiāng Lā Hù Zú Wǎ Zú Bù Lǎng Zú Dǎi Zú,530925,Shuangjianglahuzuwazubulangzudaizu,ShuāngJiāng Lā HùZúWǎZúBùLǎngZúDǎiZú,530925,Autonomous County,Lincang,Lín Cāng,530900,Prefecture City,Yunnan,Yún Nán,530000,Province,2010,431240,2629403,0.16400681067147183,16.4
上林县,450125,上林县,450125,县,南宁市,450100,地级市,广西壮族自治区,450000,自治区,,,Shanglin,Shàng Lín,450125,Shanglin,Shàng Lín,450125,County,Nanning,Nán Níng,450100,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,807639,2276010,0.354848616658099,35.48
榕城区,445202,榕城区,445202,市辖区,揭阳市,445200,地级市,广东省,440000,省,,,Rongcheng,Róng Chéng,445202,Rongcheng,RóngChéng,445202,District,Jieyang,Jiē Yáng,445200,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,65737,223866,0.2936444122823475,29.36
澄海区,440515,澄海区,440515,市辖区,汕头市,440500,地级市,广东省,440000,省,澄海市,2003年撤销澄海市，设立澄海区,Chenghai,Chéng Hǎi,440515,Chenghai,Chéng Hǎi,440515,District,Shantou,Shàn Tóu,440500,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,185604,419766,0.44216063235231057,44.22
平南县,450821,平南县,450821,县,贵港市,450800,地级市,广西壮族自治区,450000,自治区,,,Pingnan,Píng Nán,450821,Pingnan,Píng Nán,450821,County,Guigang,Guì Gǎng,450800,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,993866,3637044,0.2732620226755574,27.33
平果县,451023,平果市,451023,县,百色市,451000,地级市,广西壮族自治区,450000,自治区,平果县,,Pingguo,Píng Guǒ,451023,Pingguo,PíngGuǒ,451023,County,Baise,Bǎi Sè,451000,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,468400,2990307,0.15663943534894578,15.66
元江哈尼族彝族傣族自治县,530428,元江哈尼族彝族傣族自治县,530428,自治县,玉溪市,530400,地级市,云南省,530000,省,,,Yuanjianghanizuandyizudaizu,Yuán Jiāng Hā Ní Zú Yí Zú and Dǎi Zú,530428,Yuanjianghanizuandyizudaizu,YuánJiāng Hā NíZúYíZúandDǎiZú,530428,Autonomous County,Yuxi,Yù Xī,530400,Prefecture City,Yunnan,Yún Nán,530000,Province,2010,763676,3310685,0.23067008791232027,23.07
揭东县,445221,揭东县,445221,县,揭阳市,445200,地级市,广东省,440000,省,,,Jiedong,Jiē Dōng,445221,Jiedong,JiēDōng,445221,County,Jieyang,Jiē Yáng,445200,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,347316,1049587,0.33090729972836935,33.09
武宣县,451323,武宣县,451323,县,来宾市,451300,地级市,广西壮族自治区,450000,自治区,,,Wuxuan,Wǔ Xuān,451323,Wuxuan,WǔXuān,451323,County,Laibin,Lái Bīn,451300,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,880601,2073561,0.4246805374908189,42.47
田东县,451022,田东县,451022,县,百色市,451000,地级市,广西壮族自治区,450000,自治区,,,Tiandong,Tián Dōng,451022,Tiandong,TiánDōng,451022,County,Baise,Bǎi Sè,451000,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,668374,3423109,0.19525349616386742,19.53
兴宾区,451302,兴宾区,451302,市辖区,来宾市,451300,地级市,广西壮族自治区,450000,自治区,,,Xingbin,Xīng Bīn,451302,Xingbin,Xīng Bīn,451302,District,Laibin,Lái Bīn,451300,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,3149837,5367417,0.5868441002441211,58.68
马山县,450124,马山县,450124,县,南宁市,450100,地级市,广西壮族自治区,450000,自治区,,,Mashan,Mǎ Shān,450124,Mashan,MǎShān,450124,County,Nanning,Nán Níng,450100,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,549704,2852717,0.19269489402559034,19.27
清城区,441802,清城区,441802,市辖区,清远市,441800,地级市,广东省,440000,省,,,Qingcheng,Qīng Chéng,441802,Qingcheng,QīngChéng,441802,District,Qingyuan,Qīng Yuǎn,441800,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,522360,1580935,0.3304120662772347,33.04
建水县,532524,建水县,532524,县,红河哈尼族彝族自治州,532500,自治州,云南省,530000,省,,,Jianshui,Jiàn Shuǐ,532524,Jianshui,JiànShuǐ,532524,County,Honghehanizuyizu,Hóng Hé Hā Ní Zú Yí Zú,532500,Autonomous Prefecture,Yunnan,Yún Nán,530000,Province,2010,846281,4608807,0.183622573043306,18.36
砚山县,532622,砚山县,532622,县,文山壮族苗族自治州,532600,自治州,云南省,530000,省,,,Yanshan,Yàn Shān,532622,Yanshan,YànShān,532622,County,Wenshanzhuangzumiaozu,Wén Shān Zhuàng Zú Miáo Zú,532600,Autonomous Prefecture,Yunnan,Yún Nán,530000,Province,2010,1915842,4714438,0.40637760004479856,40.64
东山县,350626,东山县,350626,县,漳州市,350600,地级市,福建省,350000,省,,,Dongshan,Dōng Shān,350626,Dongshan,DōngShān,350626,County,Zhangzhou,Zhāng Zhōu,350600,Prefecture City,Fujian,Fú Jiàn,350000,Province,2010,83379,262694,0.31739971221268853,31.74
源城区,441602,源城区,441602,市辖区,河源市,441600,地级市,广东省,440000,省,,,Yuancheng,Yuán Chéng,441602,Yuancheng,YuánChéng,441602,District,Heyuan,Hé Yuán,441600,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,76680,440518,0.1740678019967402,17.41
潮安县,445121,潮安县,445121,县,潮州市,445100,地级市,广东省,440000,省,,,Chaoan,Cháo Ān,445121,Chaoan,CháoĀn,445121,County,Chaozhou,Cháo Zhōu,445100,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,265752,1542109,0.1723302308721368,17.23
开远市,532502,开远市,532502,县级市,红河哈尼族彝族自治州,532500,自治州,云南省,530000,省,,,Kaiyuan,Kāi Yuǎn,532502,Kaiyuan,KāiYuǎn,532502,County City,Honghehanizuyizu,Hóng Hé Hā Ní Zú Yí Zú,532500,Autonomous Prefecture,Yunnan,Yún Nán,530000,Province,2010,709623,2365201,0.30002650937489034,30.0
田阳县,451021,田阳县,451021,县,百色市,451000,地级市,广西壮族自治区,450000,自治区,,,Tianyang,Tián Yáng,451021,Tianyang,TiánYáng,451021,County,Baise,Bǎi Sè,451000,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,517754,2892502,0.17899866620662666,17.9
台湾省,710000,不统计,0,不统计,不统计,0,不统计,台湾省,710000,省,,,Taiwansheng,Tái Wān Shěng,710000,NULL,NULL,0,NULL,NULL,NULL,0,NULL,Taiwan,Tái Wān,710000,Province,2010,7241119,44013538,0.16452026646892146,16.45
合山市,451381,合山市,451381,县级市,来宾市,451300,地级市,广西壮族自治区,450000,自治区,,,Heshan,Hé Shān,451381,Heshan,Hé Shān,451381,County City,Laibin,Lái Bīn,451300,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,189039,445641,0.4241957091021697,42.42
佛冈县,441821,佛冈县,441821,县,清远市,441800,地级市,广东省,440000,省,,,Fogang,Fó Gāng,441821,Fogang,Fó Gāng,441821,County,Qingyuan,Qīng Yuǎn,441800,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,240263,1579527,0.15211072681885146,15.21
清新县,441827,清新县,441827,县,清远市,441800,地级市,广东省,440000,省,,,Qingxin,Qīng Xīn,441827,Qingxin,QīngXīn,441827,County,Qingyuan,Qīng Yuǎn,441800,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,491666,2871216,0.1712396420192699,17.12
忻城县,451321,忻城县,451321,县,来宾市,451300,地级市,广西壮族自治区,450000,自治区,,,Xincheng,Xīn Chéng,451321,Xincheng,XīnChéng,451321,County,Laibin,Lái Bīn,451300,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,505885,3082249,0.16412853082278556,16.41
象州县,451322,象州县,451322,县,来宾市,451300,地级市,广西壮族自治区,450000,自治区,,,Xiangzhou,Xiàng Zhōu,451322,Xiangzhou,XiàngZhōu,451322,County,Laibin,Lái Bīn,451300,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,989895,2345934,0.42196199893091624,42.2
瑞丽市,533102,瑞丽市,533102,县级市,德宏傣族景颇族自治州,533100,自治州,云南省,530000,省,,,Ruili,Ruì Lì,533102,Ruili,Ruì Lì,533102,County City,Dehongdaizujingpozu,Dé Hóng Dǎi Zú Jǐng Pō Zú,533100,Autonomous Prefecture,Yunnan,Yún Nán,530000,Province,2010,220067,1145990,0.19203221668600948,19.2
永德县,530923,永德县,530923,县,临沧市,530900,地级市,云南省,530000,省,,,Yongde,Yǒng Dé,530923,Yongde,YǒngDé,530923,County,Lincang,Lín Cāng,530900,Prefecture City,Yunnan,Yún Nán,530000,Province,2010,727329,3937359,0.18472509110802443,18.47
通海县,530423,通海县,530423,县,玉溪市,530400,地级市,云南省,530000,省,,,Tonghai,Tōng Hǎi,530423,Tonghai,Tōng Hǎi,530423,County,Yuxi,Yù Xī,530400,Prefecture City,Yunnan,Yún Nán,530000,Province,2010,221490,904454,0.2448880761210631,24.49
丘北县,532626,丘北县,532626,县,文山壮族苗族自治州,532600,自治州,云南省,530000,省,,,Qiubei,Qiū Běi,532626,Qiubei,QiūBěi,532626,County,Wenshanzhuangzumiaozu,Wén Shān Zhuàng Zú Miáo Zú,532600,Autonomous Prefecture,Yunnan,Yún Nán,530000,Province,2010,1482519,6180513,0.2398698942951823,23.99
漳浦县,350623,漳浦县,350623,县,漳州市,350600,地级市,福建省,350000,省,,,Zhangpu,Zhāng Pǔ,350623,Zhangpu,ZhāngPǔ,350623,County,Zhangzhou,Zhāng Zhōu,350600,Prefecture City,Fujian,Fú Jiàn,350000,Province,2010,380384,2447438,0.15542130178578578,15.54
柳江县,450221,柳江县,450221,县,柳州市,450200,地级市,广西壮族自治区,450000,自治区,,,Liujiang,Liǔ Jiāng,450221,Liujiang,LiǔJiāng,450221,County,Liuzhou,Liǔ Zhōu,450200,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,775576,2167503,0.3578200353125232,35.78
弥勒县,532526,弥勒县,532526,县,红河哈尼族彝族自治州,532500,自治州,云南省,530000,省,,,Mile,Mí Lè,532526,Mile,Mí Lè,532526,County,Honghehanizuyizu,Hóng Hé Hā Ní Zú Yí Zú,532500,Autonomous Prefecture,Yunnan,Yún Nán,530000,Province,2010,1346326,4787417,0.2812217945501718,28.12
英德市,441881,英德市,441881,县级市,清远市,441800,地级市,广东省,440000,省,,,Yingde,Yīng Dé,441881,Yingde,YīngDé,441881,County City,Qingyuan,Qīng Yuǎn,441800,Prefecture City,Guangdong,Guǎng Dōng,440000,Province,2010,1382255,6896047,0.2004416443217397,20.04
华宁县,530424,华宁县,530424,县,玉溪市,530400,地级市,云南省,530000,省,,,Huaning,Huá Níng,530424,Huaning,Huá Níng,530424,County,Yuxi,Yù Xī,530400,Prefecture City,Yunnan,Yún Nán,530000,Province,2010,418022,1528344,0.27351303109771097,27.35
鱼峰区,450203,鱼峰区,450203,市辖区,柳州市,450200,地级市,广西壮族自治区,450000,自治区,,,Yufeng,Yú Fēng,450203,Yufeng,YúFēng,450203,District,Liuzhou,Liǔ Zhōu,450200,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,312357,1057408,0.2953987486381794,29.54
八步区,451102,八步区,451102,市辖区,贺州市,451100,地级市,广西壮族自治区,450000,自治区,,,Babu,Bā Bù,451102,Babu,BāBù,451102,District,Hezhou,Hè Zhōu,451100,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,1130825,6753580,0.1674408239778014,16.74
云县,530922,云县,530922,县,临沧市,530900,地级市,云南省,530000,省,,,Yunxian,Yún Xiàn,530922,Yunxian,YúnXiàn,530922,County,Lincang,Lín Cāng,530900,Prefecture City,Yunnan,Yún Nán,530000,Province,2010,1173165,4480944,0.2618120199672212,26.18
江川县,530421,江川县,530421,县,玉溪市,530400,地级市,云南省,530000,省,,,Jiangchuan,Jiāng Chuān,530421,Jiangchuan,JiāngChuān,530421,County,Yuxi,Yù Xī,530400,Prefecture City,Yunnan,Yún Nán,530000,Province,2010,272153,991608,0.2744562367387113,27.45
城中区,450202,城中区,450202,市辖区,柳州市,450200,地级市,广西壮族自治区,450000,自治区,,,Chengzhong,Chéng Zhōng,450202,Chengzhong,Chéng Zhōng,450202,District,Liuzhou,Liǔ Zhōu,450200,Prefecture City,Guangxi,Guǎng Xī,450000,Autonomous Region,2010,15968,95756,0.16675717448514976,16.68
红塔区,530402,红塔区,530402,市辖区,玉溪市,530400,地级市,云南省,530000,省,,,Hongta,Hóng Tǎ,530402,Hongta,Hóng Tǎ,530402,District,Yuxi,Yù Xī,530400,Prefecture City,Yunnan,Yún Nán,530000,Province,2010,195931,1161882,0.168632442881463,16.86
陇川县,533124,陇川县,533124,县,德宏傣族景颇族自治州,533100,自治州,云南省,530000,省,,,Longchuan,Lǒng Chuān,533124,Longchuan,LǒngChuān,533124,County,Dehongdaizujingpozu,Dé Hóng Dǎi Zú Jǐng Pō Zú,533100,Autonomous Prefecture,Yunnan,Yún Nán,530000,Province,2010,448322,2286947,0.1960351507927381,19.6
